post_id,post_date,post_caption,clean_caption,post_likes,comments,clean_comments,sentiment_analysis
3385881754570081768,2024-06-08 12:12:08,"كوني مستعدة لمناسبتك القادمة مع افضل اختيار ليكِ من كوليكشن السواريه من ملامح 🤎🌟

Get yours through website &get 10% off by using promocode M10

https://mlameh.com/item-details?id=607&page=item
#mlameh #soiree #fashion #dress #style",كوني مستعدة لمناسبتك القادمة مع افضل اختيار ليكِ من كوليكشن السواريه من ملامح 🤎🌟  Get yours through website &get % off by using promocode M       ,325,"['وسايت مش بيفتح', 'هو الويب سايت مش بيفتح ليه', 'Hm', '❤️❤️❤️', 'Hm', 'حلو اوي', 'بكام', 'بكام وينفع محجبات وفي منه ألوان', 'ممكن السعر والمقاسات والألوان', 'مقاسات ايه', 'السعر لو سمحتم', 'Hm', 'مكانكم فين', 'H.m', 'Hm', 'بكام', 'بكام', 'Hm', 'كام ؟', 'بكم']","['وسايت مش بيفتح', 'هو الويب سايت مش بيفتح ليه', 'Hm', '❤️❤️❤️', 'Hm', 'حلو اوي', 'بكام', 'بكام وينفع محجبات وفي منه ألوان', 'ممكن السعر والمقاسات والألوان', 'مقاسات ايه', 'السعر لو سمحتم', 'Hm', 'مكانكم فين', 'H.m', 'Hm', 'بكام', 'بكام', 'Hm', 'كام ؟', 'بكم']","['negative', 'negative', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
3385322861120996319,2024-06-07 17:40:11,"Shine bright as a diamond , with our soirée set for your next occasion 🖤🪩

order now through website &get 10% off by using promocode M10

#mlameh #soiree #dress #fashion","Shine bright as a diamond , with our soirée set for your next occasion 🖤🪩  order now through website &get % off by using promocode M     ",117,"['Hm', '❤️❤️❤️', 'Hm', 'بكام ؟', 'بكام من فضلك', 'بكام؟']","['Hm', '❤️❤️❤️', 'Hm', 'بكام ؟', 'بكام من فضلك', 'بكام؟']","['neutral', 'positive', 'neutral', 'negative', 'negative', 'negative']"
3385115238056833866,2024-06-07 10:49:39,"لو انت من محبي  ال modest look  فوفرنا ليكِ اقيم واشيك اوتفيت ممكن تحتاجيه فى مناسبتك الجاية🪩🤍

order now through website &get 10% off by using promocode M10
Blouse code: S5235
Skirt code : S5236
#mlameh #soiree #dress #fashion",لو انت من محبي  ال modest look  فوفرنا ليكِ اقيم واشيك اوتفيت ممكن تحتاجيه فى مناسبتك الجاية🪩🤍  order now through website &get % off by using promocode M Blouse code S Skirt code  S    ,243,"['Hm ?', 'بكام', 'كم سعرها', 'بكام', 'بكام', 'بكام', 'H.m', '💛🧡🧡❤️', 'Hm', 'الجيبات دي اللي بقولكم عليها @abrar.beroooo @heba.elsayed3']","['Hm ?', 'بكام', 'كم سعرها', 'بكام', 'بكام', 'بكام', 'H.m', '💛🧡🧡❤️', 'Hm', 'الجيبات دي اللي بقولكم عليها .beroooo .elsayed']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral']"
3384614918893392911,2024-06-06 18:14:58,"Make your nights so special with this sparkle collection ✨
order now &enjoy 10% off by using promo code M10
m#📍link in bio

#mlameh #fashion #wedding #soiree #hijab",Make your nights so special with this sparkle collection ✨ order now &enjoy % off by using promo code M m#📍link in bio      ,505,"['😍😍😍', 'حلو اوى', 'Hm', 'Hm?', 'بكام', 'مقاساته وبكام', 'H.m??', '😉', 'Wooooow🔥🔥', 'بجد انا بتعامل معاهم من زمان اووى حاجتهم بتيجى احسن من ال ف بالى حرفيا تحفه تحفه تحفه ❤❤❤', 'Hm', 'كام', 'بكام', 'بكام', 'بكام', 'السعر']","['😍😍😍', 'حلو اوى', 'Hm', 'Hm?', 'بكام', 'مقاساته وبكام', 'H.m??', '😉', 'Wooooow🔥🔥', 'بجد انا بتعامل معاهم من زمان اووى حاجتهم بتيجى احسن من ال ف بالى حرفيا تحفه تحفه تحفه ❤❤❤', 'Hm', 'كام', 'بكام', 'بكام', 'بكام', 'السعر']","['positive', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
3384433823501551616,2024-06-06 12:12:54,Sparkle ✨✨,Sparkle ✨✨,92,"['H m please', 'بكام', 'بكام', 'Hm', 'Hm plz', 'Hm', 'بكام', 'Hm', 'بكام']","['H m please', 'بكام', 'بكام', 'Hm', 'Hm plz', 'Hm', 'بكام', 'Hm', 'بكام']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
3384403643731080949,2024-06-06 11:12:55,"Get a perf look with this chic shine suit 🪩🩷

order now through website &get 10% off by using promocode M10
Blouse code: S5248
Pants code : S5248/1
#mlameh #soiree #dress #fashion",Get a perf look with this chic shine suit 🪩🩷  order now through website &get % off by using promocode M Blouse code S Pants code  S/    ,192,"['سعرها كام لوسمحتي', 'السعر', 'السعر لو سمحتم', 'بكام لو سمحت', 'بكام لو سمحت', 'Hm?', 'بكام', 'Hm', 'Hm', 'H.m', 'بكام السوت لو سمحتم', 'Hm', 'Hm blouse ??', 'Hm', 'بكام', 'بكام', 'ليندا ...احلي موديل ❤️❤️❤️', '🔥🔥']","['سعرها كام لوسمحتي', 'السعر', 'السعر لو سمحتم', 'بكام لو سمحت', 'بكام لو سمحت', 'Hm?', 'بكام', 'Hm', 'Hm', 'H.m', 'بكام السوت لو سمحتم', 'Hm', 'Hm blouse ??', 'Hm', 'بكام', 'بكام', 'ليندا ...احلي موديل ❤️❤️❤️', '🔥🔥']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive']"
3383905572857466945,2024-06-05 18:45:10,"Wedding season.. mood on 🪩✨
لقد بدأ موسم الزفاف كوني مستعدة بإطلالة مختلفة ومبهجة مع اول كوليكشن سواريه لدينا 
. 
.
check all the collection through website 

#mlameh #fashion #soiree #wedding_season",Wedding season.. mood on 🪩✨ لقد بدأ موسم الزفاف كوني مستعدة بإطلالة مختلفة ومبهجة مع اول كوليكشن سواريه لدينا  .  . check all the collection through website      ,484,"['بكام وفي لكو فرع في الزقازيق', 'ليندا ايهاب احلي موديل عندكم ❤️❤️❤️', 'بكام الفستان', 'بكام', 'بكام', 'عنوان فرع المهندسين من فضلك', '👏👏👏', '😍😍', 'فى فرع فى اسكندريه؟؟']","['بكام وفي لكو فرع في الزقازيق', 'ليندا ايهاب احلي موديل عندكم ❤️❤️❤️', 'بكام الفستان', 'بكام', 'بكام', 'عنوان فرع المهندسين من فضلك', '👏👏👏', '😍😍', 'فى فرع فى اسكندريه؟؟']","['neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'neutral']"
3383123308896837797,2024-06-04 16:49:07,"It’s wedding season ✨🌸 Get ready and shine lady 

order now through website &get 10% off by using promocode M10
code : s5217
#mlameh #soiree #fashion #dress #style",It’s wedding season ✨🌸 Get ready and shine lady   order now through website &get % off by using promocode M code  s     ,159,"['❤️❤️❤️', 'بكام من فضلك', 'السعر من فضلك', 'Hm', 'HM']","['❤️❤️❤️', 'بكام من فضلك', 'السعر من فضلك', 'Hm', 'HM']","['positive', 'neutral', 'neutral', 'neutral', 'neutral']"
3382255982085326928,2024-06-03 12:05:54,"This set is a  true masterpiece of elegance and luxury that transcends mere fashion to become a symbol of timeless beauty🪩🖤

check the other collection on website, Get it now with 10% off using promo code (M10) 
Blouse code:s5247
Skirt code : S5247/1
#mlameh #fashion #wedding #soiree #hijab","This set is a  true masterpiece of elegance and luxury that transcends mere fashion to become a symbol of timeless beauty🪩🖤  check the other collection on website, Get it now with % off using promo code (M)  Blouse codes Skirt code  S/     ",107,['❤️🔥'],['❤️🔥'],['positive']
3381688792814663281,2024-06-02 17:19:00,"Make your nights so special with this sparkle suit 🌸🌟
check the other color on website 
blouse code : s5248
pants code :s5248/1

#mlameh #fashion #wedding #soiree #hijab",Make your nights so special with this sparkle suit 🌸🌟 check the other color on website  blouse code  s pants code s/      ,477,"['بكام و ممكن لينك السايت و الكود بيتكتب فين في السايت للخصم؟', 'متوفرة في الفروع ؟؟', 'بكام وألوانها إيه', 'Hm', 'H.m', 'بكام', '😍😍🔥🔥', 'Hm n available sizes', 'بكام', 'بكام والوانها اى', 'بكام ؟', 'بكام', 'بكام', 'Hm', 'بكام؟', 'Hm', 'بكام', 'بكام من فضلك', 'بكام من فضلك', 'وفين اللينك']","['بكام و ممكن لينك السايت و الكود بيتكتب فين في السايت للخصم؟', 'متوفرة في الفروع ؟؟', 'بكام وألوانها إيه', 'Hm', 'H.m', 'بكام', '😍😍🔥🔥', 'Hm n available sizes', 'بكام', 'بكام والوانها اى', 'بكام ؟', 'بكام', 'بكام', 'Hm', 'بكام؟', 'Hm', 'بكام', 'بكام من فضلك', 'بكام من فضلك', 'وفين اللينك']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
3381496875875206408,2024-06-02 10:57:41,"Shhhh … it’s Soiree Master piece 🖤
Limited pieces available now 
order now through website 
📍link in bio

#mlameh #soiree #dress #wedding",Shhhh … it’s Soiree Master piece 🖤 Limited pieces available now  order now through website  📍link in bio     ,304,"['ممكن اعرف السعر', 'السعر ؟ وف الوان؟', 'بكام', 'بكام', 'بكام', 'بكام', 'Hm', 'Hm', 'بكم', 'بكم', '🔥🔥']","['ممكن اعرف السعر', 'السعر ؟ وف الوان؟', 'بكام', 'بكام', 'بكام', 'بكام', 'Hm', 'Hm', 'بكم', 'بكم', '🔥🔥']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive']"
3381009717043311646,2024-06-01 18:50:18,"Elevate your nights with Mlameh First Soiree Collection .. 
check all the collection through website 
mlameh.com",Elevate your nights with Mlameh First Soiree Collection ..  check all the collection through website  mlameh.com,5294,"['😍', 'Hm', 'أحلا اختيار لأن ندى ألذ حد ممكن يعمل إعلان بجد 😍❤️', '😍😍😍😍', 'استورى مفيدة للبنات 🔥🖤', '🔥🔥', 'Wowww❤️❤️❤️❤️', 'What 😍😍😍😍🔥🔥🔥', 'Ahla wahda ❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥', 'Love this 🔥👏😍', '❤️❤️❤️', '😍😍😍😍😍😍😍😍😍❤️❤️❤️❤️❤️', 'On 🔥🔥🔥🔥', 'Icon🔥', 'OMG! On fire as usual ❤️\u200d🔥🧿', 'Ya khabaaaaar😍😍😍😍', 'Bestie on fire😍😍😍', '😍😍😍😍😍😍', '🔥🔥', 'Amazing nada ❤️🔥👏']","['😍', 'Hm', 'أحلا اختيار لأن ندى ألذ حد ممكن يعمل إعلان بجد 😍❤️', '😍😍😍😍', 'استورى مفيدة للبنات 🔥🖤', '🔥🔥', 'Wo', 'What 😍😍😍😍🔥🔥🔥', 'Ahla wahda ❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥', 'Love this 🔥👏😍', '❤️❤️❤️', '😍😍😍😍😍😍😍😍😍❤️❤️❤️❤️❤️', 'On 🔥🔥🔥🔥', 'Icon🔥', 'OMG! On fire as usual ❤️\u200d🔥🧿', 'Ya khabaaaaar😍😍😍😍', 'Bestie on fire😍😍😍', '😍😍😍😍😍😍', '🔥🔥', 'Amazing nada ❤️🔥👏']","['positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
3380230207442452019,2024-05-31 17:01:03,"This  Comfort Blazer is an Ideal for Business Meetings and Formal Occasions 🖤🤎

Get it now with 10% off using promo code (M10) 

check it on website : LINK IN BIO
Code : S5097
#mlameh #fashion #dress #summer",This  Comfort Blazer is an Ideal for Business Meetings and Formal Occasions 🖤🤎  Get it now with % off using promo code (M)   check it on website  LINK IN BIO Code  S    ,209,"['كام سعرة ومش موجود على السايت مش لقياه', 'بكام البليزر', 'بكام البليزر', 'Hm', 'بكام البليزر', 'Hm', 'كام سعره', 'ممكن سعر البليزر!', 'How much', 'Hm', 'H.m', 'بكام']","['كام سعرة ومش موجود على السايت مش لقياه', 'بكام البليزر', 'بكام البليزر', 'Hm', 'بكام البليزر', 'Hm', 'كام سعره', 'ممكن سعر البليزر!', 'How much', 'Hm', 'H.m', 'بكام']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
